Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Species Comments,Checklist Comments
S35872728,Cooper's Hawk,Accipiter cooperii,2821,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,04-11-2017,09:26 AM,eBird - Stationary Count,49,1,,,1
S27454474,Red-shouldered Hawk,Buteo lineatus,2959,2,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,02-12-2016,01:30 PM,eBird - Stationary Count,30,1,,,1
S31796053,Red-shouldered Hawk,Buteo lineatus,2959,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,09-28-2016,10:00 AM,eBird - Stationary Count,60,1,,,2
S31815985,Red-shouldered Hawk,Buteo lineatus,2959,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,09-29-2016,09:00 AM,eBird - Stationary Count,30,1,,,1,,,clear cool morning
S31823667,Red-shouldered Hawk,Buteo lineatus,2959,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,09-30-2016,11:00 AM,eBird - Stationary Count,20,1,,,1
S31942529,Red-shouldered Hawk,Buteo lineatus,2959,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,10-08-2016,07:30 AM,eBird - Stationary Count,40,1,,,1
S32376136,Red-shouldered Hawk,Buteo lineatus,2959,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,11-05-2016,08:00 AM,eBird - Stationary Count,30,1,,,1
S32398926,Red-shouldered Hawk,Buteo lineatus,2959,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,11-06-2016,07:50 AM,eBird - Stationary Count,30,1,,,1,,,"cloudy cool morning, lots of bustle, some birds lurking too good to identify"
S33658744,Red-shouldered Hawk,Buteo lineatus,2959,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,01-14-2017,09:30 AM,eBird - Traveling Count,60,1,1.609,,1,,,"cloudy, foggy, warm enough for frogs to sing"
S33891566,Red-shouldered Hawk,Buteo lineatus,2959,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,01-22-2017,01:00 PM,eBird - Stationary Count,30,1,,,1
S33891654,Red-shouldered Hawk,Buteo lineatus,2959,2,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,01-23-2017,02:00 PM,eBird - Stationary Count,30,1,,,1,,,clear chilly day. crows yelling at hawks.
S33913720,Red-shouldered Hawk,Buteo lineatus,2959,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,01-24-2017,01:00 PM,eBird - Stationary Count,30,1,,,1,,riding the wind screeching,nice sunny day
S34207524,Red-shouldered Hawk,Buteo lineatus,2959,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,02-05-2017,05:00 PM,eBird - Stationary Count,30,1,,,1
S34207634,Red-shouldered Hawk,Buteo lineatus,2959,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,02-06-2017,02:00 PM,eBird - Stationary Count,60,1,,,1
S34320345,Red-shouldered Hawk,Buteo lineatus,2959,3,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,02-12-2017,09:00 AM,eBird - Stationary Count,20,1,,,1,,flying around yelling,hot and humid
S34420761,Red-shouldered Hawk,Buteo lineatus,2959,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,02-17-2017,09:00 AM,eBird - Stationary Count,30,1,,,1,,,cool sunny morning
S34475776,Red-shouldered Hawk,Buteo lineatus,2959,2,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,02-18-2017,12:01 PM,eBird - Stationary Count,35,1,,,1
S34522885,Red-shouldered Hawk,Buteo lineatus,2959,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,02-19-2017,01:00 PM,eBird - Stationary Count,60,1,,,1,,,"sunny, near 80 degrees, constant birdsong"
S34761588,Red-shouldered Hawk,Buteo lineatus,2959,2,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,02-24-2017,09:30 AM,eBird - Stationary Count,30,1,,,1,,"flying over pasture, riding the breeze, screeching",mild breezy morning
S35009395,Red-shouldered Hawk,Buteo lineatus,2959,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,03-06-2017,02:15 PM,eBird - Stationary Count,16,1,,,1
S35179893,Red-shouldered Hawk,Buteo lineatus,2959,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,03-14-2017,01:19 PM,eBird - Stationary Count,79,1,,,1
S35757746,Red-shouldered Hawk,Buteo lineatus,2959,2,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,04-07-2017,09:25 AM,eBird - Stationary Count,38,1,,,1,P {0}--Pair in Suitable Habitat
S35765387,Red-shouldered Hawk,Buteo lineatus,2959,2,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,04-07-2017,02:42 PM,eBird - Stationary Count,40,1,,,1,,Flying around screeching at the creek,"Also many butterflies, tree frogs, skinks"
S36072910,Red-shouldered Hawk,Buteo lineatus,2959,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,04-18-2017,12:00 PM,eBird - Stationary Count,101,1,,,1
S34891563,Red-shouldered Hawk,Buteo lineatus,2959,1,US-TX,Harrison,US-Texas-Waskom-14936 Farm to Market Road 1998 - 32.538x-94.151,32.5377111,-94.1507066,03-01-2017,07:44 AM,eBird - Stationary Count,20,1,,,1
S31529534,Red-tailed Hawk,Buteo jamaicensis,2989,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,09-11-2016,12:30 PM,eBird - Stationary Count,45,1,,,1
S35003724,Red-tailed Hawk,Buteo jamaicensis,2989,2,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,03-06-2017,09:43 AM,eBird - Stationary Count,22,1,,,1
S35589273,Red-tailed Hawk,Buteo jamaicensis,2989,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,03-31-2017,01:59 PM,eBird - Stationary Count,73,1,,,1
S34651226,Buteo sp.,Buteo sp.,3038,2,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,02-22-2017,01:00 PM,eBird - Stationary Count,60,1,,,1,,some hawks screeching in the distance,"warm sunny day, several kinds of butterflies out already"
S35198209,Buteo sp.,Buteo sp.,3038,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,03-15-2017,01:40 PM,eBird - Stationary Count,24,1,,,1
S33631487,Mourning Dove,Zenaida macroura,5015,20,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,01-12-2017,05:00 PM,eBird - Casual Observation,0,0,,,1,,"I was walking in the woods and disturbed a whole group of them, never seen more than just 1 or 2 at the same time before"
S35479854,Mourning Dove,Zenaida macroura,5015,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,03-27-2017,05:43 PM,eBird - Stationary Count,36,1,,,1
S28774239,Chimney Swift,Chaetura pelagica,8096,3,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,04-06-2016,08:00 AM,eBird - Stationary Count,20,1,,,1
S30492722,Chimney Swift,Chaetura pelagica,8096,8,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,07-02-2016,10:00 AM,eBird - Casual Observation,0,0,,,1
S31064048,Chimney Swift,Chaetura pelagica,8096,9,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,07-04-2016,09:00 AM,eBird - Casual Observation,0,0,,,,,,chimney swifts nesting in chimney and wrens nesting in watering can
S35678400,Chimney Swift,Chaetura pelagica,8096,2,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,04-03-2017,02:43 PM,eBird - Stationary Count,60,1,,,1
S35811237,Chimney Swift,Chaetura pelagica,8096,3,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,04-09-2017,08:02 AM,eBird - Stationary Count,55,1,,,1
S36072910,Chimney Swift,Chaetura pelagica,8096,2,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,04-18-2017,12:00 PM,eBird - Stationary Count,101,1,,,1
S29812953,Ruby-throated Hummingbird,Archilochus colubris,8896,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,05-21-2016,09:30 AM,eBird - Stationary Count,60,1,,,1,,,clear cool morning after days of rain
S31064008,Ruby-throated Hummingbird,Archilochus colubris,8896,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,08-12-2016,08:00 AM,eBird - Stationary Count,30,1,,,1
S35350113,Ruby-throated Hummingbird,Archilochus colubris,8896,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,03-22-2017,10:12 AM,eBird - Stationary Count,39,1,,,1
S35646526,Ruby-throated Hummingbird,Archilochus colubris,8896,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,04-02-2017,08:19 AM,eBird - Stationary Count,60,1,,,1
S35157160,Red-headed Woodpecker,Melanerpes erythrocephalus,10873,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,03-13-2017,01:35 PM,eBird - Casual Observation,,0,,,1,,,Went out to check on chickens
S27454474,Red-bellied Woodpecker,Melanerpes carolinus,10925,2,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,02-12-2016,01:30 PM,eBird - Stationary Count,30,1,,,1
S27487851,Red-bellied Woodpecker,Melanerpes carolinus,10925,4,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,02-13-2016,12:40 PM,eBird - Traveling Count,70,1,1.609,,1
